object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Pore,Probability of na,Convexity,Defect Center_0,Defect Center_1,Defect Center_2,Number of Defects,Mean Defect Displacement,Kurtosis of Defect Area,Mean Defect Area,Skewness of Defect Area,Variance of Defect Area,Convex Hull Center_0,Convex Hull Center_1,Convex Hull Center_2,Convex Hull Area,Object Center_0,Object Center_1,Object Center_2,Object Area,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Size in pixels,Center of the object_0,Center of the object_1,Center of the object_2,Histogram of Intensity_0,Histogram of Intensity_1,Histogram of Intensity_2,Histogram of Intensity_3,Histogram of Intensity_4,Histogram of Intensity_5,Histogram of Intensity_6,Histogram of Intensity_7,Histogram of Intensity_8,Histogram of Intensity_9,Histogram of Intensity_10,Histogram of Intensity_11,Histogram of Intensity_12,Histogram of Intensity_13,Histogram of Intensity_14,Histogram of Intensity_15,Histogram of Intensity_16,Histogram of Intensity_17,Histogram of Intensity_18,Histogram of Intensity_19,Histogram of Intensity_20,Histogram of Intensity_21,Histogram of Intensity_22,Histogram of Intensity_23,Histogram of Intensity_24,Histogram of Intensity_25,Histogram of Intensity_26,Histogram of Intensity_27,Histogram of Intensity_28,Histogram of Intensity_29,Histogram of Intensity_30,Histogram of Intensity_31,Histogram of Intensity_32,Histogram of Intensity_33,Histogram of Intensity_34,Histogram of Intensity_35,Histogram of Intensity_36,Histogram of Intensity_37,Histogram of Intensity_38,Histogram of Intensity_39,Histogram of Intensity_40,Histogram of Intensity_41,Histogram of Intensity_42,Histogram of Intensity_43,Histogram of Intensity_44,Histogram of Intensity_45,Histogram of Intensity_46,Histogram of Intensity_47,Histogram of Intensity_48,Histogram of Intensity_49,Histogram of Intensity_50,Histogram of Intensity_51,Histogram of Intensity_52,Histogram of Intensity_53,Histogram of Intensity_54,Histogram of Intensity_55,Histogram of Intensity_56,Histogram of Intensity_57,Histogram of Intensity_58,Histogram of Intensity_59,Histogram of Intensity_60,Histogram of Intensity_61,Histogram of Intensity_62,Histogram of Intensity_63,Histogram of Intensity in neighborhood_0,Histogram of Intensity in neighborhood_1,Histogram of Intensity in neighborhood_2,Histogram of Intensity in neighborhood_3,Histogram of Intensity in neighborhood_4,Histogram of Intensity in neighborhood_5,Histogram of Intensity in neighborhood_6,Histogram of Intensity in neighborhood_7,Histogram of Intensity in neighborhood_8,Histogram of Intensity in neighborhood_9,Histogram of Intensity in neighborhood_10,Histogram of Intensity in neighborhood_11,Histogram of Intensity in neighborhood_12,Histogram of Intensity in neighborhood_13,Histogram of Intensity in neighborhood_14,Histogram of Intensity in neighborhood_15,Histogram of Intensity in neighborhood_16,Histogram of Intensity in neighborhood_17,Histogram of Intensity in neighborhood_18,Histogram of Intensity in neighborhood_19,Histogram of Intensity in neighborhood_20,Histogram of Intensity in neighborhood_21,Histogram of Intensity in neighborhood_22,Histogram of Intensity in neighborhood_23,Histogram of Intensity in neighborhood_24,Histogram of Intensity in neighborhood_25,Histogram of Intensity in neighborhood_26,Histogram of Intensity in neighborhood_27,Histogram of Intensity in neighborhood_28,Histogram of Intensity in neighborhood_29,Histogram of Intensity in neighborhood_30,Histogram of Intensity in neighborhood_31,Histogram of Intensity in neighborhood_32,Histogram of Intensity in neighborhood_33,Histogram of Intensity in neighborhood_34,Histogram of Intensity in neighborhood_35,Histogram of Intensity in neighborhood_36,Histogram of Intensity in neighborhood_37,Histogram of Intensity in neighborhood_38,Histogram of Intensity in neighborhood_39,Histogram of Intensity in neighborhood_40,Histogram of Intensity in neighborhood_41,Histogram of Intensity in neighborhood_42,Histogram of Intensity in neighborhood_43,Histogram of Intensity in neighborhood_44,Histogram of Intensity in neighborhood_45,Histogram of Intensity in neighborhood_46,Histogram of Intensity in neighborhood_47,Histogram of Intensity in neighborhood_48,Histogram of Intensity in neighborhood_49,Histogram of Intensity in neighborhood_50,Histogram of Intensity in neighborhood_51,Histogram of Intensity in neighborhood_52,Histogram of Intensity in neighborhood_53,Histogram of Intensity in neighborhood_54,Histogram of Intensity in neighborhood_55,Histogram of Intensity in neighborhood_56,Histogram of Intensity in neighborhood_57,Histogram of Intensity in neighborhood_58,Histogram of Intensity in neighborhood_59,Histogram of Intensity in neighborhood_60,Histogram of Intensity in neighborhood_61,Histogram of Intensity in neighborhood_62,Histogram of Intensity in neighborhood_63,Kurtosis of Intensity,Kurtosis of Intensity in neighborhood,Maximum intensity,Maximum intensity in neighborhood,Mean Intensity,Mean Intensity in neighborhood,Minimum intensity,Minimum intensity in neighborhood,Quantiles of Intensity_0,Quantiles of Intensity_1,Quantiles of Intensity_2,Quantiles of Intensity_3,Quantiles of Intensity_4,Quantiles of Intensity_5,Quantiles of Intensity_6,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Radii of the object_0,Radii of the object_1,Radii of the object_2,Skewness of Intensity,Skewness of Intensity in neighborhood,Total Intensity,Total Intensity in neighborhood,Variance of Intensity,Variance of Intensity in neighborhood
36,0,37,Pore,Pore,1.0,0.0,0.4835227,8.774111,268.72644,170.11697,1.0,3.6861198,0.0,2727.0,0.0,0.0,10.5,268.5,170.5,5280.0,12.343517,268.25812,170.90913,2553.0,22.0,275.0,181.0,0.0,263.0,161.0,2553.0,12.343517,268.25812,170.90913,5.0,18.0,59.0,121.0,172.0,276.0,357.0,349.0,338.0,294.0,224.0,153.0,96.0,47.0,23.0,10.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,62.0,165.0,403.0,592.0,825.0,1620.0,1619.0,2021.0,3317.0,2879.0,3067.0,4556.0,3417.0,3358.0,4159.0,2779.0,2567.0,2964.0,2024.0,1754.0,1988.0,1264.0,1121.0,1260.0,823.0,693.0,849.0,475.0,448.0,512.0,330.0,260.0,323.0,195.0,179.0,184.0,109.0,72.0,97.0,60.0,48.0,54.0,36.0,35.0,37.0,16.0,16.0,23.0,12.0,11.0,17.0,4.0,5.0,4.0,5.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0069798483,1.8990963,74.0,213.0,31.000391,53.293777,1.0,0.0,1.0,17.149029,23.722189,30.955969,38.837494,46.033855,74.0,-0.8953129,-0.42253977,-0.14097863,-0.14768085,-0.017019931,0.9888886,0.42024422,-0.90618455,0.047162868,4.930397,4.3864646,2.6810243,0.2411869,1.0520607,79144.0,2972194.0,122.90991,568.5237
37,0,38,0,Pore,1.0,0.0,0.5222222,95.8407,292.53372,181.02094,1.0,0.65681154,0.0,860.0,0.0,0.0,95.5,292.5,181.0,1800.0,95.1883,292.46915,180.98085,940.0,102.0,298.0,189.0,90.0,288.0,174.0,940.0,95.1883,292.46915,180.98085,0.0,1.0,2.0,12.0,22.0,73.0,155.0,203.0,210.0,115.0,78.0,36.0,13.0,12.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,46.0,113.0,157.0,380.0,659.0,1223.0,1904.0,2762.0,3723.0,4039.0,4478.0,4417.0,4169.0,3698.0,3273.0,2745.0,2428.0,2070.0,1725.0,1418.0,1250.0,1036.0,840.0,712.0,623.0,558.0,432.0,347.0,271.0,225.0,211.0,143.0,114.0,128.0,91.0,74.0,55.0,43.0,45.0,33.0,30.0,30.0,16.0,26.0,12.0,19.0,10.0,5.0,8.0,11.0,6.0,6.0,4.0,5.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0941118,3.7397077,64.0,255.0,31.902128,58.52623,7.0,0.0,7.0,23.032963,27.119455,31.912947,36.794838,42.551083,64.0,-0.39947933,-0.83055276,-0.38807005,-0.13521162,-0.36530432,0.92101604,0.9067161,-0.42039844,-0.03363114,3.3164082,2.67684,2.273164,0.51855546,1.3618393,29988.0,3103529.0,63.00957,634.6902
38,0,39,Pore,Pore,1.0,0.0,0.42443374,35.274548,288.37753,196.13814,1.0,3.9509826,0.0,15043.0,0.0,0.0,36.5,288.5,195.0,26136.0,38.161816,288.6661,193.45659,11093.0,55.0,300.0,212.0,19.0,278.0,179.0,11093.0,38.161816,288.6661,193.45659,72.0,123.0,341.0,734.0,1166.0,1480.0,1678.0,1651.0,1369.0,1053.0,677.0,378.0,192.0,94.0,53.0,20.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18116.0,439.0,787.0,1479.0,2574.0,3221.0,6033.0,8283.0,10176.0,11762.0,12282.0,9188.0,11492.0,10117.0,8536.0,7110.0,5649.0,3671.0,3964.0,3078.0,2530.0,1962.0,1513.0,931.0,1023.0,781.0,616.0,428.0,379.0,243.0,284.0,223.0,161.0,115.0,77.0,98.0,92.0,52.0,61.0,40.0,22.0,18.0,17.0,15.0,20.0,10.0,9.0,8.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.121467195,1.3515986,71.0,245.0,27.757235,42.543236,0.0,0.0,0.0,15.065171,20.829802,27.777838,35.002983,41.707638,71.0,-0.9792458,-0.10950666,0.1705461,-0.11705155,-0.38138607,-0.91697526,0.1654588,-0.9179068,0.36065277,8.166278,6.850261,4.38265,0.24971013,0.44255307,307911.0,6369488.0,107.74374,626.30646
39,0,40,Pore,Pore,1.0,0.0,0.34633502,73.01438,279.09647,216.0706,1.0,1.4440215,0.0,62442.0,0.0,0.0,73.5,279.0,216.0,95526.0,74.41654,278.81796,215.86673,33084.0,103.0,293.0,247.0,45.0,266.0,186.0,33084.0,74.41654,278.81796,215.86673,35.0,109.0,324.0,874.0,1845.0,3366.0,4402.0,4874.0,4697.0,3843.0,2840.0,1980.0,1326.0,848.0,600.0,323.0,253.0,186.0,104.0,83.0,56.0,39.0,24.0,12.0,11.0,6.0,11.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19713.0,1279.0,2841.0,5104.0,8291.0,11250.0,14288.0,16610.0,18615.0,19974.0,20475.0,19708.0,18413.0,16564.0,14833.0,13250.0,11757.0,10476.0,9161.0,8364.0,7437.0,6672.0,6052.0,5283.0,4772.0,4362.0,3819.0,3402.0,2927.0,2699.0,2273.0,2028.0,1863.0,1603.0,1523.0,1335.0,1190.0,1093.0,998.0,859.0,851.0,727.0,686.0,600.0,526.0,500.0,475.0,432.0,378.0,355.0,302.0,303.0,269.0,242.0,236.0,232.0,195.0,167.0,150.0,151.0,131.0,122.0,110.0,1509.0,2.9200277,4.0601454,142.0,255.0,33.556763,57.806698,0.0,0.0,0.0,20.065578,25.46126,32.479824,40.46666,49.57512,142.0,-0.63022274,0.77307934,0.07188604,0.10274372,0.17481276,-0.97922635,0.76958627,0.6097449,0.18960004,18.394768,8.943238,5.2196293,1.0552934,1.6096942,1110192.0,19238358.0,155.56512,1661.0409
40,0,41,Pore,Pore,1.0,0.0,0.36687538,223.17635,107.31592,204.52493,1.0,4.6435337,0.0,14358.0,0.0,0.0,222.0,108.0,203.5,22678.0,219.96996,109.18053,201.73125,8320.0,234.0,123.0,221.0,211.0,94.0,187.0,8320.0,219.96996,109.18053,201.73125,479.0,344.0,810.0,1408.0,1623.0,1414.0,963.0,581.0,305.0,208.0,92.0,57.0,25.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13428.0,1613.0,3201.0,5707.0,8263.0,10236.0,11031.0,11013.0,10533.0,9686.0,8827.0,8117.0,9415.0,6042.0,5075.0,4404.0,3633.0,3148.0,2609.0,2116.0,1858.0,1533.0,1273.0,1091.0,884.0,942.0,634.0,514.0,436.0,359.0,286.0,265.0,204.0,172.0,152.0,116.0,126.0,111.0,107.0,74.0,58.0,59.0,47.0,45.0,43.0,45.0,35.0,23.0,23.0,25.0,21.0,8.0,16.0,9.0,11.0,6.0,7.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,0.67623323,3.3996844,71.0,197.0,18.694351,30.713816,0.0,0.0,0.0,8.0130205,13.218051,18.684584,24.576519,30.956057,71.0,-0.07577703,-0.6000367,-0.79637545,0.63440704,-0.6451831,0.425754,0.769276,0.4729638,-0.42955753,8.925234,5.4846773,3.960733,0.3709866,1.2760007,155537.0,4598749.0,86.09564,446.85883
41,0,42,Pore,Pore,1.0,0.0,0.243555,63.266075,94.17674,208.40639,1.0,4.2764835,0.0,21772.0,0.0,0.0,63.5,95.0,209.0,28782.0,64.22653,97.556915,210.84366,7010.0,77.0,109.0,230.0,51.0,82.0,189.0,7010.0,64.22653,97.556915,210.84366,586.0,373.0,586.0,801.0,921.0,876.0,767.0,612.0,499.0,337.0,225.0,182.0,110.0,66.0,37.0,16.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20413.0,4617.0,6225.0,8048.0,9714.0,11282.0,11940.0,12240.0,12042.0,11542.0,10637.0,9164.0,7924.0,6686.0,5489.0,4505.0,3625.0,2799.0,2321.0,1893.0,1426.0,1194.0,928.0,792.0,671.0,576.0,419.0,333.0,266.0,259.0,209.0,148.0,127.0,105.0,85.0,63.0,48.0,46.0,43.0,41.0,19.0,14.0,35.0,18.0,18.0,11.0,14.0,6.0,5.0,7.0,10.0,7.0,4.0,6.0,6.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,8.0,0.039380938,2.9657564,73.0,255.0,21.566334,34.267803,0.0,0.0,0.0,5.2128015,12.985282,21.004387,30.152994,39.26442,73.0,-0.06973942,-0.93409115,0.35015726,-0.4286672,-0.28889042,-0.8560296,0.9007668,-0.20979995,-0.3802672,12.485499,5.519498,3.2890525,0.45996073,1.0983838,151180.0,5862810.0,166.05815,617.6242
42,0,43,Pore,Pore,1.0,0.0,0.46053946,132.05833,68.11018,228.63426,1.0,0.39783502,0.0,1080.0,0.0,0.0,132.0,68.0,228.5,2002.0,131.93167,67.87093,228.34273,922.0,139.0,74.0,236.0,126.0,63.0,222.0,922.0,131.93167,67.87093,228.34273,15.0,21.0,42.0,76.0,89.0,122.0,118.0,117.0,106.0,70.0,50.0,42.0,25.0,8.0,4.0,6.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16173.0,334.0,520.0,857.0,1140.0,1511.0,1898.0,2187.0,2321.0,2429.0,2483.0,2371.0,2241.0,2028.0,1764.0,1465.0,1342.0,1161.0,1017.0,808.0,709.0,527.0,473.0,391.0,308.0,251.0,186.0,174.0,159.0,126.0,97.0,79.0,59.0,54.0,50.0,38.0,30.0,23.0,21.0,19.0,16.0,16.0,18.0,8.0,12.0,7.0,5.0,7.0,4.0,5.0,2.0,4.0,3.0,6.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0.9244636,1.3710475,79.0,255.0,27.549892,33.562355,0.0,0.0,0.0,12.697574,19.362272,27.147776,35.314342,44.188618,79.0,-0.4632028,-0.87696826,0.12794456,-0.2172586,0.25232223,0.9429381,0.85921,-0.4089745,0.30740526,3.2488098,2.6170244,2.3356917,0.5722898,0.91900843,25401.0,1676641.0,156.86139,1001.03284
43,0,44,0,Pore,1.0,0.0,0.46349207,235.7929,243.66864,239.79881,1.0,0.9482492,0.0,169.0,0.0,0.0,236.0,244.0,240.0,315.0,236.23973,244.38356,240.23288,146.0,239.0,248.0,245.0,234.0,241.0,236.0,146.0,236.23973,244.38356,240.23288,0.0,0.0,0.0,6.0,18.0,15.0,37.0,31.0,15.0,12.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,207.0,759.0,1384.0,2135.0,2500.0,2601.0,2442.0,2251.0,1909.0,1722.0,1468.0,900.0,1097.0,1068.0,932.0,794.0,654.0,537.0,441.0,430.0,287.0,274.0,222.0,230.0,119.0,144.0,112.0,99.0,93.0,67.0,69.0,56.0,40.0,33.0,36.0,23.0,17.0,12.0,20.0,19.0,14.0,8.0,10.0,4.0,8.0,11.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,-0.07062052,4.8710885,50.0,251.0,27.753426,41.80132,13.0,0.0,13.0,17.841146,23.242188,27.567568,32.539062,38.98047,50.0,-0.23562656,0.49658346,0.8353951,-0.3296785,-0.8494697,0.4119627,0.9142167,-0.17834246,0.36387053,2.080109,1.5836222,0.976941,0.36570185,1.7130282,4052.0,1184733.0,60.788517,678.61633
44,0,45,0,Pore,1.0,0.0,0.5555556,90.145836,110.53125,244.34375,1.0,0.6990507,0.0,96.0,0.0,0.0,90.5,110.5,244.5,216.0,90.78333,110.475,244.625,120.0,94.0,114.0,248.0,88.0,108.0,242.0,120.0,90.78333,110.475,244.625,0.0,0.0,2.0,9.0,27.0,24.0,17.0,16.0,8.0,5.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,140.0,228.0,469.0,733.0,1085.0,1358.0,1548.0,1625.0,1674.0,1542.0,1355.0,1189.0,1066.0,925.0,937.0,591.0,424.0,339.0,288.0,240.0,197.0,157.0,127.0,118.0,101.0,88.0,73.0,44.0,50.0,42.0,39.0,31.0,23.0,16.0,18.0,9.0,9.0,14.0,8.0,10.0,5.0,7.0,6.0,8.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5995669,5.4198494,57.0,196.0,25.308332,35.006126,10.0,0.0,10.0,16.08507,18.74132,23.574219,30.629883,39.84375,57.0,-0.30855423,0.9150605,0.25972778,0.9157207,0.21186961,0.3414189,0.25739053,0.34318435,-0.90331316,1.5144576,1.3974851,1.2139162,0.90712506,1.6724447,3037.0,668407.0,81.2966,340.6668
45,0,46,0,Pore,1.0,0.0,0.206601,30.82981,307.57605,309.90073,1.0,18.182598,0.0,197166.0,0.0,0.0,29.0,306.5,313.0,248508.0,21.973082,302.36774,324.902,51342.0,59.0,325.0,372.0,0.0,289.0,255.0,51342.0,21.973082,302.36774,324.902,201.0,237.0,649.0,1508.0,3048.0,4491.0,6006.0,6714.0,6500.0,5729.0,4446.0,3463.0,2432.0,1824.0,1231.0,827.0,583.0,411.0,291.0,194.0,155.0,121.0,93.0,49.0,41.0,30.0,21.0,12.0,9.0,8.0,5.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51363.0,739.0,1149.0,2126.0,3970.0,6548.0,9502.0,11557.0,13268.0,14630.0,15232.0,16267.0,17053.0,16912.0,16492.0,15704.0,15107.0,14454.0,13666.0,13301.0,12653.0,12039.0,11563.0,10766.0,10370.0,10043.0,9507.0,9063.0,8603.0,8110.0,7777.0,7398.0,6904.0,6563.0,6046.0,5642.0,5169.0,4831.0,4406.0,4075.0,3728.0,3510.0,3248.0,3052.0,2687.0,2496.0,2271.0,2095.0,1954.0,1857.0,1549.0,1483.0,1290.0,1247.0,1132.0,1028.0,875.0,827.0,731.0,722.0,588.0,550.0,511.0,6020.0,2.4463236,0.4686033,136.0,255.0,35.011414,79.977264,0.0,0.0,0.0,19.256767,25.698423,33.60177,42.91179,53.50902,136.0,-0.13140596,0.98547447,-0.107575715,0.15378977,-0.086937636,-0.9842716,0.9793269,0.1458832,0.14013177,29.91327,11.544164,5.370698,1.014214,0.8016532,1797556.0,38070700.0,205.97182,3196.775
46,0,47,0,Pore,1.0,0.0,0.47596154,21.881075,94.0415,294.6332,1.0,8.476065,0.0,35207.0,0.0,0.0,18.5,93.5,292.5,67184.0,14.777403,92.90381,290.15134,31977.0,38.0,107.0,327.0,0.0,81.0,259.0,31977.0,14.777403,92.90381,290.15134,310.0,559.0,1400.0,2819.0,4274.0,5585.0,5482.0,4386.0,3091.0,1927.0,1100.0,529.0,277.0,138.0,63.0,27.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13592.0,1249.0,2973.0,5641.0,9349.0,13444.0,16035.0,16912.0,17232.0,16344.0,14864.0,13611.0,12096.0,10325.0,9087.0,7690.0,6739.0,5772.0,4993.0,4435.0,3991.0,3495.0,3042.0,2630.0,2411.0,2238.0,2011.0,1744.0,1649.0,1506.0,1312.0,1180.0,1083.0,895.0,867.0,733.0,653.0,614.0,542.0,486.0,424.0,355.0,371.0,309.0,327.0,251.0,229.0,195.0,151.0,144.0,164.0,156.0,111.0,97.0,113.0,80.0,87.0,86.0,71.0,56.0,60.0,46.0,54.0,482.0,0.40903798,4.8409495,69.0,255.0,24.75423,49.915123,0.0,0.0,0.0,13.26575,18.64681,24.663223,31.11896,37.66506,69.0,0.30100918,0.9112614,0.28106254,-0.060793627,0.31246936,-0.9479805,0.9516815,-0.268264,-0.14945503,17.10746,7.9323173,5.456664,0.3323769,1.7743181,791566.0,11973839.0,90.90688,1345.6421
47,0,48,0,Pore,1.0,0.0,0.51496387,20.34468,318.91595,267.68884,1.0,1.6999104,0.0,1880.0,0.0,0.0,20.0,318.5,267.0,3876.0,19.67535,318.10822,266.3512,1996.0,30.0,325.0,276.0,11.0,313.0,259.0,1996.0,19.67535,318.10822,266.3512,50.0,42.0,63.0,87.0,155.0,185.0,286.0,261.0,233.0,181.0,131.0,89.0,81.0,51.0,27.0,25.0,14.0,13.0,11.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19846.0,109.0,176.0,234.0,361.0,509.0,758.0,1039.0,1341.0,1672.0,1694.0,1726.0,1483.0,1402.0,1298.0,1167.0,1206.0,1074.0,1086.0,1128.0,1167.0,1070.0,1114.0,991.0,990.0,952.0,847.0,791.0,801.0,743.0,661.0,605.0,517.0,490.0,436.0,356.0,318.0,263.0,231.0,218.0,174.0,144.0,110.0,95.0,98.0,75.0,58.0,47.0,36.0,28.0,33.0,28.0,11.0,12.0,15.0,5.0,8.0,7.0,1.0,2.0,0.0,7.0,3.0,10.0,1.5480036,-0.3106421,110.0,255.0,30.660822,48.383446,0.0,0.0,0.0,13.995689,22.118666,29.87518,38.831146,49.45544,110.0,-0.8457294,-0.523607,-0.102847084,-0.15925692,0.063722454,0.98517853,0.50929266,-0.8495735,0.13727999,4.74767,3.2915483,2.7604089,0.6425675,0.7137541,61199.0,2606755.0,207.07785,2332.2026
48,0,49,0,Pore,1.0,0.0,0.4249183,73.44779,88.21594,269.6512,1.0,4.8793507,0.0,7039.0,0.0,0.0,71.5,88.5,269.0,12240.0,68.86387,88.884445,268.11862,5201.0,90.0,99.0,278.0,54.0,79.0,261.0,5201.0,68.86387,88.884445,268.11862,11.0,31.0,136.0,354.0,580.0,871.0,994.0,789.0,516.0,364.0,241.0,145.0,70.0,41.0,25.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5872.0,1337.0,2607.0,4000.0,4665.0,4355.0,3815.0,3176.0,3092.0,2992.0,2975.0,2971.0,2839.0,2856.0,2544.0,2530.0,2404.0,2300.0,2044.0,1941.0,1825.0,1768.0,1603.0,1330.0,1267.0,1162.0,1079.0,963.0,859.0,771.0,729.0,636.0,557.0,516.0,431.0,387.0,309.0,267.0,257.0,224.0,209.0,168.0,159.0,142.0,106.0,103.0,87.0,81.0,72.0,61.0,60.0,38.0,33.0,32.0,22.0,22.0,24.0,22.0,14.0,15.0,22.0,9.0,14.0,135.0,1.0822825,1.6913327,71.0,255.0,27.019804,53.240475,0.0,0.0,0.0,15.803562,20.783022,26.381453,32.915493,40.420742,71.0,-0.9505229,0.28563517,0.12214255,-0.26435217,-0.95022076,0.1649195,0.1631692,0.124471106,0.9787148,8.0147,4.0885234,3.5640795,0.7137334,1.1459795,140530.0,4254180.0,97.308395,1733.1967
